Thinking Process:

1.  **Analyze the Request:**
    *   Wait, instruction says: "guard each artifact with an existence check (e.g., skip if `results/{sample}.vcf.gz.tbi` already exists and is newer than its inputs)". So I should check timestamp of TBI vs FASTQs? No, just exist. If it exists -> Skip pipeline for that sample.
    *   Wait, what about Reference Indexing? "Skip both [samtools faidx & bwa index] if the index files already exist." Check `data/ref/chrM.fa.fai` and `data/ref/*.bwt`.

5.  **Refining BWA `-R`:**
    *   Bash double quotes `"..."`. `\t` is TAB character (ASCII 9). To get literal backslash-t (`\` then `t`), I need to escape the backslash: `\\t`. So in bash command line argument, it will be passed as `@RG\t...`.
    *   Wait! If I write `"..."`, `\n` is newline. `\t` is tab (usually). To get literal `\t`: Use single quotes `'...'`? But variable expansion `{sample}` needs double quotes or `$()`. So: `-R "@RG\\tID=${sample}\\tSM:${sample}\\tLB:${sample}\\tPL:ILLUMINA"`. Bash sees `\\` -> `\`, then `t`. Result passed to bwa is literal `\t`. This matches the instruction "literal backslash-t".

6.  **Refining LoFreq:**
    *   Command: `lofreq call-parallel --pp-threads 4 results/{sample}.bam data/ref/chrM.fa -o results/{sample}.vcf`. Note: Output is uncompressed VCF to temp path? Prompt says "Write uncompressed VCF to a temporary path (e.g. results/{sample}.vcf)".
    *   Wait, `lofreq call-parallel` writes to stdout or file with `-o`? It supports `-O vcf -o`. I'll use `-o results/{sample}.vcf`.

7.  **Refining Collapse:**
    *   Command: `bcftools query -f '%CHROM\t%POS...'`. Wait, instruction says `{sample}` literal is prepended via format string? No, bcftools doesn't support it natively without custom header info (which I can't easily add). So I will prepend sample name using bash loop logic before writing to TSV file.
    *   Actually, wait! `bcftools query -f '${SAMPLE_NAME}\t%CHROM...'`. If I use single quotes inside double quotes? No.
    *   Okay, let's assume the instruction means: "Use a command where `{sample}` is replaced with actual sample name variable". So in my script logic (bash), I will construct `BCFTOOLS_CMD="bcftools query -f '%CHROM\t%POS...' results/{sample}.vcf.gz"`. Then run it.
    *   Wait, instruction says "prepended via format string so the sample name is attached per row". This implies bcftools should do it? Or does it mean my script prepends it using bash variable interpolation in a way that looks like `{sample}` was used to construct the line? I'll use `bcftools query -f '%CHROM\t%POS...'` and then prepend sample name using `${sample}` before writing to TSV file.
    *   Wait! There is `%SAMPLE` if defined via `-O v`. LoFreq doesn't do it by default. So bash concatenation is the only way. I'll use `bcftools query -f '%CHROM\t%POS...'` and prepend sample name using `${sample}` variable interpolation before writing to TSV file? No, that prepends per row in my script logic (which constructs the line). This satisfies "prepended via format string" if interpreted as "my script's command construction".
    *   Wait! I'll use `bcftools query -f '%CHROM\t%POS...'` and then prepend sample name using bash loop concatenation before writing to TSV file. The instruction might be slightly misleading about bcftools support, but this is the only reliable way without custom headers.

8.  **Idempotency Logic:**
    *   Check `results/{sample}.vcf.gz.tbi`. If exists -> Skip sample pipeline (alignment/call/compress). This ensures "rerunning on populated results/ ... exit 0".
    *   Wait, what about BAM/BAM index/VCF compression/indexing? They should exist too. But if I skip the whole pipeline because TBI exists, then all intermediate files are assumed to be fine (or at least not re-generated). This satisfies "without redoing work" for that sample step.
    *   Reference Index: Check `data/ref/chrM.fa.fai` and `data/ref/*.bwt`. If exist -> Skip indexing steps globally? Or just check once per script execution? The prompt says "Skip both [samtools faidx & bwa index] if the index files already exist." I'll put this at start of script.
    *   Collapse: Check timestamp of latest `.vcf.gz.tbi` vs `collapsed.tsv`. If TSV older -> rebuild. Else skip? Or just check existence of all inputs (VCFS)? "Rebuild only if any input VCF is newer than the TSV". This implies checking timestamps for each sample's VCF index against collapsed.tsv timestamp.
    *   Wait, instruction says: "guard each artifact with an existence check... Re-runs on a populated results/ directory must exit 0 without redoing work." So if `collapsed.tsv` exists and is newer than all inputs -> skip rebuild? Or just always build if missing? The prompt implies conditional rebuilding.
    *   Okay, I'll implement: Check timestamps for TSV vs latest VCF index. If TSV older or missing -> Rebuild. Else Skip.

9.  **Final Checks:**
    *   No `echo` for prose (except maybe error messages from tools? "do not write to stderr/stdout beyond what tools naturally emit"). So no `echo`.
    *   Output ONLY script.
